id,loan_amnt,int_rate,issue_d,purpose,addr_state,start_year
5091,4500,12.69%,10/1/11,other,NY,2011
5093,2000,14.65%,10/1/11,other,NY,2011
5107,35000,20.89%,10/1/11,small_business,NY,2011
5148,32000,19.91%,10/1/11,debt_consolidation,NY,2011
5153,35000,8.90%,10/1/11,debt_consolidation,NY,2011
5156,8000,12.69%,10/1/11,debt_consolidation,NY,2011
5165,14000,12.42%,10/1/11,debt_consolidation,NY,2011
5167,5000,7.90%,10/1/11,debt_consolidation,NY,2011
5178,21000,11.71%,10/1/11,debt_consolidation,NY,2011
5180,15000,19.03%,10/1/11,debt_consolidation,NY,2011
5197,4000,6.62%,10/1/11,credit_card,NY,2011
5235,2000,16.29%,10/1/11,home_improvement,NY,2011
5247,6000,15.96%,10/1/11,debt_consolidation,NY,2011
5254,18000,8.90%,10/1/11,debt_consolidation,NY,2011
5261,10000,7.90%,10/1/11,debt_consolidation,NY,2011
5268,4000,15.27%,10/1/11,debt_consolidation,NY,2011
5295,14000,6.03%,10/1/11,debt_consolidation,NY,2011
5299,6000,6.03%,10/1/11,debt_consolidation,NY,2011
5315,15000,12.69%,10/1/11,debt_consolidation,NY,2011
5329,30000,21.67%,10/1/11,debt_consolidation,NY,2011
5333,12000,17.58%,10/1/11,other,NY,2011
5343,8000,12.42%,10/1/11,debt_consolidation,NY,2011
5357,3450,12.69%,10/1/11,credit_card,NY,2011
5366,7000,6.03%,10/1/11,debt_consolidation,NY,2011
5385,25000,7.51%,10/1/11,debt_consolidation,NY,2011
5386,12000,15.96%,10/1/11,credit_card,NY,2011
5398,18000,11.71%,10/1/11,debt_consolidation,NY,2011
5411,9000,6.62%,10/1/11,debt_consolidation,NY,2011
5420,15000,11.71%,10/1/11,debt_consolidation,NY,2011
5423,18000,8.90%,10/1/11,debt_consolidation,NY,2011
5431,12000,8.90%,10/1/11,debt_consolidation,NY,2011
5438,20000,15.96%,10/1/11,small_business,NY,2011
5442,8150,17.27%,10/1/11,major_purchase,NY,2011
5455,6000,13.49%,10/1/11,credit_card,NY,2011
5471,6000,8.90%,10/1/11,other,NY,2011
5480,6000,7.90%,10/1/11,credit_card,NY,2011
5488,6000,14.65%,10/1/11,debt_consolidation,NY,2011
5527,16000,16.29%,10/1/11,debt_consolidation,NY,2011
5549,10000,11.71%,10/1/11,debt_consolidation,NY,2011
5559,6000,14.27%,10/1/11,debt_consolidation,NY,2011
5564,16500,12.69%,10/1/11,credit_card,NY,2011
5566,18250,13.49%,10/1/11,debt_consolidation,NY,2011
5570,16000,11.71%,10/1/11,debt_consolidation,NY,2011
5577,15000,11.71%,10/1/11,house,NY,2011
5615,9000,6.03%,10/1/11,debt_consolidation,NY,2011
5629,12000,14.65%,10/1/11,debt_consolidation,NY,2011
5631,16450,18.64%,10/1/11,debt_consolidation,NY,2011
5638,6000,11.71%,10/1/11,home_improvement,NY,2011
5645,15000,11.71%,10/1/11,debt_consolidation,NY,2011
5674,16400,16.77%,10/1/11,debt_consolidation,NY,2011
5675,18000,12.42%,10/1/11,other,NY,2011
5678,8000,6.62%,10/1/11,house,NY,2011
5683,35000,13.49%,10/1/11,medical,NY,2011
5688,28000,9.91%,10/1/11,debt_consolidation,NY,2011
5690,35000,18.64%,10/1/11,debt_consolidation,NY,2011
5701,14000,6.62%,10/1/11,debt_consolidation,NY,2011
5702,7200,7.90%,10/1/11,debt_consolidation,NY,2011
5708,3000,12.42%,10/1/11,credit_card,NY,2011
5713,8700,6.03%,10/1/11,other,NY,2011
5715,10000,14.27%,10/1/11,credit_card,NY,2011
5716,10000,18.64%,10/1/11,debt_consolidation,NY,2011
5719,4500,6.62%,10/1/11,debt_consolidation,NY,2011
5757,16000,13.49%,10/1/11,credit_card,NY,2011
5760,15200,19.03%,10/1/11,credit_card,NY,2011
5764,9000,13.49%,10/1/11,credit_card,NY,2011
5780,3600,8.90%,10/1/11,home_improvement,NY,2011
5798,3000,8.90%,10/1/11,moving,NY,2011
5803,5000,12.42%,10/1/11,moving,NY,2011
5806,35000,8.90%,10/1/11,other,NY,2011
5817,11400,7.51%,10/1/11,other,NY,2011
5844,8500,6.03%,10/1/11,debt_consolidation,NY,2011
5879,5500,18.64%,10/1/11,debt_consolidation,NY,2011
5889,12000,19.91%,10/1/11,debt_consolidation,NY,2011
5890,8000,6.03%,10/1/11,debt_consolidation,NY,2011
5891,6500,11.71%,10/1/11,car,NY,2011
5892,8000,7.90%,10/1/11,major_purchase,NY,2011
5906,30000,14.27%,10/1/11,debt_consolidation,NY,2011
5927,15000,13.49%,10/1/11,debt_consolidation,NY,2011
5934,20000,11.71%,10/1/11,credit_card,NY,2011
5960,28000,8.90%,10/1/11,debt_consolidation,NY,2011
5971,30000,9.91%,10/1/11,debt_consolidation,NY,2011
5978,5000,8.90%,10/1/11,small_business,NY,2011
5984,21250,24.11%,10/1/11,debt_consolidation,NY,2011
5986,35000,23.13%,10/1/11,debt_consolidation,NY,2011
5991,4000,13.49%,10/1/11,medical,NY,2011
6026,18000,10.65%,10/1/11,debt_consolidation,NY,2011
6036,3000,14.65%,10/1/11,credit_card,NY,2011
6055,5000,14.65%,10/1/11,debt_consolidation,NY,2011
6058,10400,21.67%,10/1/11,home_improvement,NY,2011
6059,15000,12.69%,10/1/11,other,NY,2011
6061,4000,6.62%,10/1/11,small_business,NY,2011
6063,3600,7.90%,10/1/11,medical,NY,2011
6067,3000,7.90%,10/1/11,other,NY,2011
6081,8000,9.91%,10/1/11,debt_consolidation,NY,2011
6085,3100,7.51%,10/1/11,credit_card,NY,2011
6089,16000,8.90%,10/1/11,debt_consolidation,NY,2011
6104,1200,8.90%,10/1/11,vacation,NY,2011
6113,6000,6.03%,10/1/11,car,NY,2011
6119,5000,6.03%,10/1/11,debt_consolidation,NY,2011
6126,31700,20.89%,10/1/11,debt_consolidation,NY,2011
6134,35000,19.42%,10/1/11,debt_consolidation,NY,2011
6137,31200,12.42%,10/1/11,debt_consolidation,NY,2011
6154,12000,7.90%,10/1/11,debt_consolidation,NY,2011
6155,7000,6.03%,10/1/11,home_improvement,NY,2011
6157,1875,13.49%,10/1/11,credit_card,NY,2011
6190,5000,13.49%,10/1/11,debt_consolidation,NY,2011
6197,2500,16.77%,10/1/11,other,NY,2011
6200,24000,18.25%,10/1/11,wedding,NY,2011
6211,3600,12.69%,10/1/11,wedding,NY,2011
6226,13200,19.91%,10/1/11,debt_consolidation,NY,2011
6236,7800,6.62%,10/1/11,home_improvement,NY,2011
6239,12000,8.90%,10/1/11,credit_card,NY,2011
6267,3000,6.03%,10/1/11,major_purchase,NY,2011
6274,4200,17.58%,10/1/11,debt_consolidation,NY,2011
6276,23000,12.42%,10/1/11,debt_consolidation,NY,2011
6308,12000,6.62%,10/1/11,other,NY,2011
6309,4000,17.58%,9/1/11,wedding,NY,2011
6312,12000,8.90%,10/1/11,wedding,NY,2011
6326,5000,6.03%,10/1/11,moving,NY,2011
6330,8400,7.51%,10/1/11,car,NY,2011
6339,25200,13.49%,10/1/11,wedding,NY,2011
6342,18000,11.71%,10/1/11,medical,NY,2011
6344,10000,7.51%,10/1/11,debt_consolidation,NY,2011
6345,6500,6.03%,10/1/11,major_purchase,NY,2011
6367,12000,12.42%,10/1/11,debt_consolidation,NY,2011
6368,8000,6.62%,10/1/11,home_improvement,NY,2011
6409,12000,7.90%,10/1/11,debt_consolidation,NY,2011
6438,3700,9.91%,10/1/11,car,NY,2011
6463,10800,17.27%,10/1/11,home_improvement,NY,2011
6476,29700,23.91%,10/1/11,debt_consolidation,NY,2011
6504,4000,7.90%,10/1/11,vacation,NY,2011
6532,2400,10.65%,9/1/11,debt_consolidation,NY,2011
6536,1950,12.42%,9/1/11,debt_consolidation,NY,2011
6548,20000,16.77%,10/1/11,debt_consolidation,NY,2011
6550,4800,15.96%,9/1/11,car,NY,2011
6555,6000,16.29%,9/1/11,small_business,NY,2011
6572,5000,6.62%,9/1/11,credit_card,NY,2011
6590,15000,13.49%,10/1/11,debt_consolidation,NY,2011
6593,3000,10.65%,9/1/11,home_improvement,NY,2011
6615,8000,6.03%,9/1/11,small_business,NY,2011
6641,16000,6.03%,9/1/11,debt_consolidation,NY,2011
6647,4200,12.42%,9/1/11,car,NY,2011
6650,8000,7.90%,9/1/11,debt_consolidation,NY,2011
6652,2200,9.91%,10/1/11,major_purchase,NY,2011
6667,6300,15.96%,9/1/11,debt_consolidation,NY,2011
6670,10000,18.25%,10/1/11,debt_consolidation,NY,2011
6674,20000,17.58%,10/1/11,debt_consolidation,NY,2011
6682,24600,12.69%,10/1/11,debt_consolidation,NY,2011
6692,5000,15.96%,9/1/11,moving,NY,2011
6724,3000,6.62%,9/1/11,credit_card,NY,2011
6731,5000,13.49%,9/1/11,other,NY,2011
6732,2200,11.71%,9/1/11,home_improvement,NY,2011
6743,17000,7.51%,9/1/11,debt_consolidation,NY,2011
6753,12000,6.62%,9/1/11,other,NY,2011
6756,7600,6.03%,9/1/11,debt_consolidation,NY,2011
6778,2350,9.91%,9/1/11,moving,NY,2011
6782,12000,9.91%,9/1/11,debt_consolidation,NY,2011
6785,6000,12.69%,9/1/11,debt_consolidation,NY,2011
6808,2500,15.27%,9/1/11,debt_consolidation,NY,2011
6809,12000,6.03%,9/1/11,credit_card,NY,2011
6816,14400,9.91%,9/1/11,debt_consolidation,NY,2011
6823,14000,16.77%,9/1/11,debt_consolidation,NY,2011
6824,8000,13.49%,9/1/11,debt_consolidation,NY,2011
6840,4800,7.90%,9/1/11,debt_consolidation,NY,2011
6844,15600,19.91%,9/1/11,home_improvement,NY,2011
6879,6200,12.42%,9/1/11,other,NY,2011
6902,6000,11.71%,9/1/11,debt_consolidation,NY,2011
6948,13500,18.64%,9/1/11,debt_consolidation,NY,2011
6955,2400,6.03%,9/1/11,other,NY,2011
6956,20000,15.27%,9/1/11,debt_consolidation,NY,2011
6963,12000,6.62%,9/1/11,debt_consolidation,NY,2011
6984,13275,15.27%,9/1/11,debt_consolidation,NY,2011
6985,30000,12.69%,9/1/11,debt_consolidation,NY,2011
7001,16600,17.58%,9/1/11,car,NY,2011
7016,14400,8.90%,9/1/11,debt_consolidation,NY,2011
7035,23450,7.90%,9/1/11,debt_consolidation,NY,2011
7040,3600,16.77%,9/1/11,vacation,NY,2011
7051,28000,7.90%,9/1/11,small_business,NY,2011
7054,16000,17.27%,10/1/11,credit_card,NY,2011
7057,3500,15.27%,9/1/11,major_purchase,NY,2011
7058,4500,6.62%,9/1/11,debt_consolidation,NY,2011
7061,7000,7.90%,9/1/11,credit_card,NY,2011
7092,8400,11.71%,9/1/11,other,NY,2011
7093,25000,12.69%,9/1/11,wedding,NY,2011
7100,8800,6.62%,9/1/11,debt_consolidation,NY,2011
7103,5600,13.49%,9/1/11,debt_consolidation,NY,2011
7136,20000,18.64%,9/1/11,debt_consolidation,NY,2011
7150,2000,7.90%,9/1/11,other,NY,2011
7154,9500,19.03%,9/1/11,wedding,NY,2011
7170,4000,10.65%,9/1/11,debt_consolidation,NY,2011
7172,28000,9.91%,9/1/11,debt_consolidation,NY,2011
7178,10000,17.58%,9/1/11,debt_consolidation,NY,2011
7182,17000,11.71%,9/1/11,debt_consolidation,NY,2011
7187,2000,6.62%,9/1/11,debt_consolidation,NY,2011
7194,2000,12.42%,9/1/11,wedding,NY,2011
7196,2675,9.91%,9/1/11,credit_card,NY,2011
7198,10000,10.65%,9/1/11,debt_consolidation,NY,2011
7212,5000,10.65%,9/1/11,debt_consolidation,NY,2011
7218,25000,14.65%,9/1/11,debt_consolidation,NY,2011
7225,7200,6.03%,9/1/11,other,NY,2011
7233,35000,8.90%,9/1/11,debt_consolidation,NY,2011
7239,12000,15.96%,9/1/11,debt_consolidation,NY,2011
7269,12025,14.27%,9/1/11,debt_consolidation,NY,2011
7327,10000,11.71%,9/1/11,car,NY,2011
7339,12000,12.42%,9/1/11,debt_consolidation,NY,2011
7340,7500,9.91%,9/1/11,car,NY,2011
7350,12000,6.62%,9/1/11,debt_consolidation,NY,2011
7351,23000,18.25%,9/1/11,debt_consolidation,NY,2011
7369,6800,13.49%,9/1/11,debt_consolidation,NY,2011
7375,8400,7.90%,9/1/11,debt_consolidation,NY,2011
7379,16500,7.90%,9/1/11,debt_consolidation,NY,2011
7399,15000,7.90%,9/1/11,debt_consolidation,NY,2011
7413,11200,6.62%,9/1/11,credit_card,NY,2011
7419,3000,19.03%,9/1/11,other,NY,2011
7427,8500,7.90%,9/1/11,debt_consolidation,NY,2011
7449,2000,9.91%,9/1/11,moving,NY,2011
7455,7200,10.65%,9/1/11,credit_card,NY,2011
7460,15000,17.58%,9/1/11,debt_consolidation,NY,2011
7482,30000,18.64%,9/1/11,debt_consolidation,NY,2011
7491,2800,6.03%,9/1/11,car,NY,2011
7508,5000,12.69%,9/1/11,credit_card,NY,2011
7509,6000,6.03%,9/1/11,debt_consolidation,NY,2011
7541,14000,6.03%,9/1/11,debt_consolidation,NY,2011
7544,8800,8.90%,9/1/11,debt_consolidation,NY,2011
7548,15000,12.69%,9/1/11,home_improvement,NY,2011
7569,12000,6.62%,9/1/11,debt_consolidation,NY,2011
7570,1000,7.90%,9/1/11,debt_consolidation,NY,2011
7571,30000,9.91%,9/1/11,home_improvement,NY,2011
7572,6000,6.03%,9/1/11,other,NY,2011
7582,6000,15.96%,9/1/11,wedding,NY,2011
7587,10000,11.71%,9/1/11,debt_consolidation,NY,2011
7612,5950,13.49%,9/1/11,credit_card,NY,2011
7615,3000,7.51%,9/1/11,major_purchase,NY,2011
7616,30000,18.64%,9/1/11,debt_consolidation,NY,2011
7627,10000,14.65%,9/1/11,small_business,NY,2011
7645,9600,7.90%,9/1/11,debt_consolidation,NY,2011
7661,35000,10.59%,9/1/11,debt_consolidation,NY,2011
7662,4200,16.49%,9/1/11,major_purchase,NY,2011
7692,6925,15.99%,9/1/11,debt_consolidation,NY,2011
7701,5100,19.29%,9/1/11,debt_consolidation,NY,2011
7717,3850,9.99%,9/1/11,debt_consolidation,NY,2011
7732,17475,10.99%,9/1/11,credit_card,NY,2011
7743,6000,7.49%,9/1/11,major_purchase,NY,2011
7746,24000,5.99%,9/1/11,debt_consolidation,NY,2011
7748,20000,20.62%,9/1/11,debt_consolidation,NY,2011
7751,14750,5.42%,9/1/11,small_business,NY,2011
7752,6800,11.49%,9/1/11,debt_consolidation,NY,2011
7760,35000,20.99%,9/1/11,debt_consolidation,NY,2011
7762,2750,11.49%,9/1/11,debt_consolidation,NY,2011
7774,5500,11.99%,9/1/11,debt_consolidation,NY,2011
7786,31325,22.85%,9/1/11,debt_consolidation,NY,2011
7799,6000,6.99%,9/1/11,moving,NY,2011
7806,10000,5.42%,9/1/11,major_purchase,NY,2011
7809,6800,5.42%,9/1/11,wedding,NY,2011
7816,6400,14.79%,9/1/11,debt_consolidation,NY,2011
7825,8000,13.49%,9/1/11,debt_consolidation,NY,2011
7838,5000,10.59%,9/1/11,moving,NY,2011
7839,4700,20.25%,9/1/11,home_improvement,NY,2011
7845,20000,15.99%,9/1/11,debt_consolidation,NY,2011
7852,30000,19.69%,9/1/11,debt_consolidation,NY,2011
7854,4800,13.49%,9/1/11,other,NY,2011
7856,35000,20.25%,9/1/11,house,NY,2011
7859,2000,5.42%,9/1/11,debt_consolidation,NY,2011
7871,8875,15.62%,9/1/11,debt_consolidation,NY,2011
7878,25000,13.99%,9/1/11,debt_consolidation,NY,2011
7880,4000,5.42%,9/1/11,debt_consolidation,NY,2011
7888,17000,7.49%,9/1/11,credit_card,NY,2011
7893,16500,5.42%,9/1/11,credit_card,NY,2011
7896,27000,20.25%,9/1/11,debt_consolidation,NY,2011
7900,10000,16.89%,9/1/11,debt_consolidation,NY,2011
7912,13600,8.49%,9/1/11,credit_card,NY,2011
7918,28000,9.99%,9/1/11,small_business,NY,2011
7942,3000,11.49%,9/1/11,moving,NY,2011
7952,10000,16.89%,9/1/11,medical,NY,2011
7953,5000,5.42%,9/1/11,debt_consolidation,NY,2011
7964,6400,8.49%,9/1/11,debt_consolidation,NY,2011
7966,7525,11.49%,9/1/11,major_purchase,NY,2011
7977,1300,5.42%,9/1/11,car,NY,2011
7993,10000,11.99%,9/1/11,debt_consolidation,NY,2011
8010,35000,19.29%,9/1/11,debt_consolidation,NY,2011
8022,2200,15.99%,9/1/11,other,NY,2011
8035,12000,5.42%,9/1/11,debt_consolidation,NY,2011
8046,6000,5.99%,9/1/11,debt_consolidation,NY,2011
8052,16000,10.59%,9/1/11,debt_consolidation,NY,2011
8054,7200,18.39%,9/1/11,wedding,NY,2011
8074,2800,8.49%,9/1/11,debt_consolidation,NY,2011
8092,14000,12.99%,9/1/11,debt_consolidation,NY,2011
8099,3625,8.49%,9/1/11,debt_consolidation,NY,2011
8110,13400,9.99%,9/1/11,debt_consolidation,NY,2011
8125,10000,12.99%,9/1/11,debt_consolidation,NY,2011
8135,11200,12.99%,9/1/11,debt_consolidation,NY,2011
8142,2200,11.99%,9/1/11,medical,NY,2011
8145,24000,7.49%,9/1/11,debt_consolidation,NY,2011
8153,30000,16.49%,9/1/11,debt_consolidation,NY,2011
8165,8000,5.99%,9/1/11,debt_consolidation,NY,2011
8177,20000,10.59%,9/1/11,debt_consolidation,NY,2011
8183,13000,7.49%,9/1/11,medical,NY,2011
8186,5000,11.49%,9/1/11,medical,NY,2011
8188,6000,10.59%,9/1/11,debt_consolidation,NY,2011
8193,9600,8.49%,9/1/11,credit_card,NY,2011
8199,14800,7.49%,9/1/11,moving,NY,2011
8226,16000,12.99%,9/1/11,credit_card,NY,2011
8247,1325,14.79%,9/1/11,debt_consolidation,NY,2011
8268,4200,5.42%,9/1/11,home_improvement,NY,2011
8275,14400,19.29%,9/1/11,moving,NY,2011
8281,8000,11.99%,9/1/11,debt_consolidation,NY,2011
8282,13500,7.49%,9/1/11,wedding,NY,2011
8294,12000,8.49%,9/1/11,debt_consolidation,NY,2011
8297,2000,12.99%,9/1/11,medical,NY,2011
8301,25000,11.99%,9/1/11,debt_consolidation,NY,2011
8309,20000,10.99%,9/1/11,debt_consolidation,NY,2011
8326,12000,12.99%,9/1/11,debt_consolidation,NY,2011
8330,4500,8.49%,8/1/11,major_purchase,NY,2011
8335,9200,13.99%,9/1/11,debt_consolidation,NY,2011
8344,7800,15.99%,9/1/11,wedding,NY,2011
8345,10000,15.99%,9/1/11,debt_consolidation,NY,2011
8358,5000,6.99%,9/1/11,debt_consolidation,NY,2011
8370,2500,15.99%,8/1/11,debt_consolidation,NY,2011
8378,2000,6.99%,9/1/11,other,NY,2011
8397,35000,11.49%,9/1/11,debt_consolidation,NY,2011
8398,10000,12.99%,9/1/11,debt_consolidation,NY,2011
8410,8000,9.99%,9/1/11,moving,NY,2011
8458,25000,6.99%,9/1/11,credit_card,NY,2011
8478,7800,10.99%,9/1/11,small_business,NY,2011
8481,4000,5.99%,9/1/11,debt_consolidation,NY,2011
8483,12000,11.49%,9/1/11,debt_consolidation,NY,2011
8521,13000,13.49%,9/1/11,car,NY,2011
8522,10000,10.99%,9/1/11,debt_consolidation,NY,2011
8549,14125,8.49%,9/1/11,credit_card,NY,2011
8562,2500,5.42%,8/1/11,car,NY,2011
8575,12000,12.99%,9/1/11,car,NY,2011
8589,15000,11.99%,9/1/11,debt_consolidation,NY,2011
8591,14000,9.99%,9/1/11,debt_consolidation,NY,2011
8592,12000,5.99%,8/1/11,home_improvement,NY,2011
8610,30000,7.49%,9/1/11,credit_card,NY,2011
8642,15000,14.79%,9/1/11,credit_card,NY,2011
8643,13200,18.39%,8/1/11,debt_consolidation,NY,2011
8648,5600,16.89%,8/1/11,debt_consolidation,NY,2011
8652,15000,15.99%,8/1/11,debt_consolidation,NY,2011
8673,35000,11.99%,9/1/11,debt_consolidation,NY,2011
8674,8000,6.99%,8/1/11,home_improvement,NY,2011
8703,7000,10.99%,9/1/11,debt_consolidation,NY,2011
8708,4800,11.99%,8/1/11,debt_consolidation,NY,2011
8713,6000,7.49%,8/1/11,other,NY,2011
8715,13200,19.29%,8/1/11,debt_consolidation,NY,2011
8719,32000,20.99%,9/1/11,debt_consolidation,NY,2011
8730,16000,10.99%,9/1/11,debt_consolidation,NY,2011
8744,14400,5.42%,8/1/11,home_improvement,NY,2011
8754,4000,15.62%,9/1/11,home_improvement,NY,2011
8765,18400,19.69%,9/1/11,debt_consolidation,NY,2011
8769,16000,7.49%,8/1/11,credit_card,NY,2011
8791,8000,5.42%,9/1/11,major_purchase,NY,2011
8801,13800,17.49%,8/1/11,medical,NY,2011
8813,13000,11.49%,8/1/11,credit_card,NY,2011
8826,9000,16.89%,8/1/11,home_improvement,NY,2011
8831,14750,11.99%,8/1/11,debt_consolidation,NY,2011
8843,6000,15.62%,8/1/11,debt_consolidation,NY,2011
8845,7600,16.49%,8/1/11,other,NY,2011
8853,21000,15.99%,8/1/11,debt_consolidation,NY,2011
8857,9000,6.99%,8/1/11,moving,NY,2011
8864,2000,10.99%,8/1/11,other,NY,2011
8865,16000,10.99%,8/1/11,debt_consolidation,NY,2011
8873,20000,10.59%,9/1/11,debt_consolidation,NY,2011
8878,3000,10.99%,8/1/11,debt_consolidation,NY,2011
8880,18000,18.79%,8/1/11,debt_consolidation,NY,2011
8909,19000,10.99%,8/1/11,debt_consolidation,NY,2011
8911,2400,5.99%,8/1/11,other,NY,2011
8915,6400,7.49%,8/1/11,other,NY,2011
8916,10000,9.99%,9/1/11,debt_consolidation,NY,2011
8935,3500,10.99%,8/1/11,moving,NY,2011
8939,15000,18.39%,8/1/11,debt_consolidation,NY,2011
8955,16000,13.49%,8/1/11,debt_consolidation,NY,2011
8972,10000,10.99%,9/1/11,debt_consolidation,NY,2011
8973,4000,12.99%,8/1/11,wedding,NY,2011
8974,11500,11.99%,8/1/11,debt_consolidation,NY,2011
8998,12000,5.42%,8/1/11,major_purchase,NY,2011
9008,19200,6.99%,8/1/11,debt_consolidation,NY,2011
9013,12000,13.49%,8/1/11,debt_consolidation,NY,2011
9027,35000,15.99%,8/1/11,debt_consolidation,NY,2011
9033,4650,13.49%,9/1/11,small_business,NY,2011
9041,22000,11.99%,8/1/11,debt_consolidation,NY,2011
9074,21000,16.89%,8/1/11,major_purchase,NY,2011
9081,6325,12.99%,8/1/11,other,NY,2011
9106,1500,14.79%,8/1/11,debt_consolidation,NY,2011
9111,14000,8.49%,8/1/11,debt_consolidation,NY,2011
9126,6000,7.49%,8/1/11,other,NY,2011
9140,15000,19.69%,8/1/11,home_improvement,NY,2011
9145,20000,18.79%,8/1/11,debt_consolidation,NY,2011
9149,10000,12.99%,8/1/11,other,NY,2011
9150,8000,10.99%,8/1/11,medical,NY,2011
9161,7150,6.99%,8/1/11,debt_consolidation,NY,2011
9182,10500,13.49%,8/1/11,debt_consolidation,NY,2011
9188,29700,20.62%,8/1/11,debt_consolidation,NY,2011
9189,3000,16.89%,8/1/11,medical,NY,2011
9195,5500,16.49%,8/1/11,debt_consolidation,NY,2011
9213,35000,11.49%,8/1/11,debt_consolidation,NY,2011
9243,12000,15.99%,8/1/11,debt_consolidation,NY,2011
9258,35000,18.39%,9/1/11,debt_consolidation,NY,2011
9259,35000,18.39%,8/1/11,wedding,NY,2011
9280,33500,21.74%,8/1/11,debt_consolidation,NY,2011
9302,13000,10.99%,8/1/11,major_purchase,NY,2011
9376,8000,10.99%,8/1/11,credit_card,NY,2011
9382,2500,7.49%,8/1/11,other,NY,2011
9397,18000,8.49%,8/1/11,credit_card,NY,2011
9448,18000,10.59%,8/1/11,debt_consolidation,NY,2011
9460,30000,11.99%,8/1/11,debt_consolidation,NY,2011
9466,12000,19.69%,8/1/11,debt_consolidation,NY,2011
9478,7000,11.49%,8/1/11,car,NY,2011
9504,20200,18.79%,8/1/11,home_improvement,NY,2011
9506,19400,13.49%,8/1/11,credit_card,NY,2011
9510,24000,11.99%,8/1/11,debt_consolidation,NY,2011
9532,3725,10.59%,8/1/11,credit_card,NY,2011
9534,6000,15.99%,8/1/11,small_business,NY,2011
9541,4000,6.99%,8/1/11,home_improvement,NY,2011
9561,15000,11.49%,8/1/11,credit_card,NY,2011
9577,3800,6.99%,8/1/11,credit_card,NY,2011
9582,4850,8.49%,8/1/11,debt_consolidation,NY,2011
9627,7000,12.99%,8/1/11,small_business,NY,2011
9641,12000,12.99%,8/1/11,credit_card,NY,2011
9670,5975,10.99%,8/1/11,debt_consolidation,NY,2011
9674,24000,15.62%,8/1/11,debt_consolidation,NY,2011
9686,5600,7.49%,8/1/11,wedding,NY,2011
9690,4500,13.49%,8/1/11,credit_card,NY,2011
9705,18000,18.79%,8/1/11,major_purchase,NY,2011
9710,4800,15.62%,8/1/11,credit_card,NY,2011
9747,20000,11.99%,8/1/11,debt_consolidation,NY,2011
9754,10000,9.99%,8/1/11,small_business,NY,2011
9759,15000,17.49%,8/1/11,credit_card,NY,2011
9762,4000,11.49%,8/1/11,vacation,NY,2011
9773,16000,13.49%,8/1/11,debt_consolidation,NY,2011
9775,6000,6.99%,8/1/11,debt_consolidation,NY,2011
9792,4200,5.99%,8/1/11,credit_card,NY,2011
9797,5000,11.49%,8/1/11,debt_consolidation,NY,2011
9803,18000,13.99%,8/1/11,debt_consolidation,NY,2011
9805,10000,7.49%,8/1/11,debt_consolidation,NY,2011
9810,25300,10.99%,8/1/11,small_business,NY,2011
9820,7000,20.99%,8/1/11,debt_consolidation,NY,2011
9834,6000,10.99%,8/1/11,car,NY,2011
9835,10000,7.49%,8/1/11,credit_card,NY,2011
9837,20000,17.99%,8/1/11,credit_card,NY,2011
9843,7000,7.49%,8/1/11,car,NY,2011
9860,5400,11.99%,8/1/11,debt_consolidation,NY,2011
9862,9500,10.99%,8/1/11,debt_consolidation,NY,2011
9865,3200,5.99%,8/1/11,debt_consolidation,NY,2011
9866,20000,12.99%,8/1/11,debt_consolidation,NY,2011
9867,1800,20.25%,8/1/11,debt_consolidation,NY,2011
9871,5000,17.99%,8/1/11,major_purchase,NY,2011
9892,4000,13.49%,8/1/11,debt_consolidation,NY,2011
9903,18000,11.49%,8/1/11,debt_consolidation,NY,2011
9930,35000,13.49%,8/1/11,debt_consolidation,NY,2011
9946,8000,9.99%,8/1/11,debt_consolidation,NY,2011
9951,3525,10.99%,8/1/11,other,NY,2011
9952,10000,11.49%,8/1/11,major_purchase,NY,2011
9962,15000,12.99%,8/1/11,debt_consolidation,NY,2011
9998,3600,15.62%,8/1/11,other,NY,2011
9999,15000,18.39%,8/1/11,other,NY,2011
10010,6000,7.49%,8/1/11,debt_consolidation,NY,2011
10016,5550,9.99%,8/1/11,credit_card,NY,2011
10017,15000,13.49%,8/1/11,debt_consolidation,NY,2011
10033,35000,17.49%,8/1/11,debt_consolidation,NY,2011
10063,17400,18.39%,8/1/11,debt_consolidation,NY,2011
10071,20000,16.49%,8/1/11,debt_consolidation,NY,2011
10085,12000,11.49%,8/1/11,debt_consolidation,NY,2011
10090,5000,11.49%,8/1/11,other,NY,2011
10099,15000,7.49%,8/1/11,debt_consolidation,NY,2011
10108,6000,11.99%,8/1/11,debt_consolidation,NY,2011
10127,15000,18.79%,8/1/11,debt_consolidation,NY,2011
10129,15000,15.99%,8/1/11,debt_consolidation,NY,2011
10136,12000,10.59%,8/1/11,credit_card,NY,2011
10148,11575,6.99%,8/1/11,debt_consolidation,NY,2011
10184,6000,15.99%,8/1/11,wedding,NY,2011
10189,24200,8.49%,8/1/11,home_improvement,NY,2011
10203,4000,5.99%,8/1/11,car,NY,2011
10208,5800,16.49%,8/1/11,credit_card,NY,2011
10214,35000,17.49%,8/1/11,small_business,NY,2011
10235,25000,20.99%,8/1/11,debt_consolidation,NY,2011
10245,8000,12.99%,8/1/11,wedding,NY,2011
10251,17700,11.49%,8/1/11,credit_card,NY,2011
10256,6200,8.49%,8/1/11,other,NY,2011
